COLL,COURSE,CRED,CREDagg,CRN,CRNagg,DELIVERY,PROFS,ROOM,TERM,TIMEBLOCK,TITLE
BU,BSAD 111:12B,3,3,57759,57759,In-Person,"Carter-Rogers, Katelynn",SCHW215,1ST,W1/W2,Intro to Business
BU,BSAD 111:13A,3,3,57760,57760,In-Person,"Mack, Abede (Adede)",SCHW152,1ST,U4/U5,Intro to Business
BU,BSAD 111:13B,3,3,57761,57761,In-Person,"Mack, Abede (Adede)",SCHW152,1ST,U4/U5,Intro to Business
BU,BSAD 111:14A,3,3,57762,57762,In-Person,"Carter-Rogers, Katelynn",SCHW215,1ST,W4/W5,Intro to Business
BU,BSAD 111:14B,3,3,57763,57763,In-Person,"Carter-Rogers, Katelynn",SCHW215,1ST,W4/W5,Intro to Business
BU,BSAD 111:15A,3,3,57764,57764,In-Person,,,1ST,TBA,Intro to Business
BU,BSAD 111:15B,3,3,57765,57765,In-Person,,,1ST,TBA,Intro to Business
BU,BSAD 111L:11A,0,0,57766,57766,In-Person,"Mattie Deon, Kara",SCHW290,1ST,U7,BSAD 111 Lab
BU,BSAD 111L:11B,0,0,57767,57767,In-Person,"Mattie Deon, Kara",SCHW290,1ST,W7,BSAD 111 Lab
BU,BSAD 111L:12A,0,0,57768,57768,In-Person,"Mattie Deon, Kara",SCHW290,1ST,X7,BSAD 111 Lab
BU,BSAD 111L:12B,0,0,57769,57769,In-Person,"Mattie Deon, Kara",SCHW290,1ST,Z7,BSAD 111 Lab
BU,BSAD 111L:13A,0,0,57770,57770,In-Person,"Mattie Deon, Kara",SCHW290,1ST,W8,BSAD 111 Lab
BU,BSAD 111L:13B,0,0,57771,57771,In-Person,"Mattie Deon, Kara",SCHW290,1ST,O7,BSAD 111 Lab
BU,BSAD 111L:14A,0,0,57772,57772,In-Person,"Mattie Deon, Kara",SCHW290,1ST,Z8,BSAD 111 Lab
BU,BSAD 111L:14B,0,0,57773,57773,In-Person,"Mattie Deon, Kara",SCHW290,1ST,U8,BSAD 111 Lab
BU,BSAD 111L:15A,0,0,57774,57774,In-Person,"Mattie Deon, Kara",SCHW290,1ST,U1,BSAD 111 Lab
BU,BSAD 111L:15B,0,0,57775,57775,In-Person,"Mattie Deon, Kara",SCHW290,1ST,U2,BSAD 111 Lab
BU,BSAD 112:21A,3,3,57776,57776,In-Person,"MacIsaac, Mark",SCHW205,2ND,U1/U2,Business Decision-Making
BU,BSAD 112:21B,3,3,57777,57777,In-Person,"MacIsaac, Mark",SCHW205,2ND,U1/U2,Business Decision-Making
BU,BSAD 112:22A,3,3,57778,57778,In-Person,"Legere, Robert",SCHW205,2ND,W1/W2,Business Decision-Making
BU,BSAD 112:22B,3,3,57779,57779,In-Person,"Legere, Robert",SCHW205,2ND,W1/W2,Business Decision-Making
BU,BSAD 112:23A,3,3,57780,57780,In-Person,"MacIsaac, Mark",SCHW205,2ND,U4/U5,Business Decision-Making
BU,BSAD 112:23B,3,3,57781,57781,In-Person,"MacIsaac, Mark",SCHW205,2ND,U4/U5,Business Decision-Making
BU,BSAD 112:24A,3,3,57782,57782,In-Person,"Lukeman, Christopher (Chris)",SCHW205,2ND,O4/O5,Business Decision-Making
BU,BSAD 112:24B,3,3,57783,57783,In-Person,"Lukeman, Christopher (Chris)",SCHW205,2ND,O4/O5,Business Decision-Making
BU,BSAD 112:25A,3,3,57784,57784,In-Person,"Mukerji, Bhasker",SCHW205,2ND,U7/U8,Business Decision-Making
BU,BSAD 112:25B,3,3,57785,57785,In-Person,"Mukerji, Bhasker",SCHW205,2ND,U7/U8,Business Decision-Making
BU,BSAD 112L:21A,0,0,57786,57786,In-Person,"Mattie Deon, Kara",SCHW290,2ND,U7,BSAD 112 Lab
BU,BSAD 112L:21B,0,0,57787,57787,In-Person,"Mattie Deon, Kara",SCHW290,2ND,W7,BSAD 112 Lab
BU,BSAD 112L:22A,0,0,57788,57788,In-Person,"Mattie Deon, Kara",SCHW290,2ND,X7,BSAD 112 Lab
BU,BSAD 112L:22B,0,0,57789,57789,In-Person,"Mattie Deon, Kara",SCHW290,2ND,Z7,BSAD 112 Lab
BU,BSAD 112L:23A,0,0,57790,57790,In-Person,"Mattie Deon, Kara",SCHW290,2ND,W8,BSAD 112 Lab
BU,BSAD 112L:23B,0,0,57791,57791,In-Person,"Mattie Deon, Kara",SCHW290,2ND,O7,BSAD 112 Lab
BU,BSAD 112L:24A,0,0,57792,57792,In-Person,"Mattie Deon, Kara",SCHW290,2ND,Z8,BSAD 112 Lab
BU,BSAD 112L:24B,0,0,57793,57793,In-Person,"Mattie Deon, Kara",SCHW290,2ND,U8,BSAD 112 Lab
BU,BSAD 112L:25A,0,0,57794,57794,In-Person,"Mattie Deon, Kara",SCHW290,2ND,U1,BSAD 112 Lab
BU,BSAD 112L:25B,0,0,57795,57795,In-Person,"Mattie Deon, Kara",SCHW290,2ND,U2,BSAD 112 Lab
BU,BSAD 221:11,3,3,47001,47001,In-Person,"Madden, Robert",SCHW205,1ST,W7/W8,Intro Financial Accounting
BU,BSAD 221:12,3,3,43834,43834,In-Person,"Fraser, Jane",SCHW205,1ST,Z1/Z2,Intro Financial Accounting
BU,BSAD 221:13,3,3,50088,50088,In-Person,"Fraser, Jane",SCHW205,1ST,Z4/Z5,Intro Financial Accounting
BU,BSAD 221:14,3,3,51383,51383,Online-Scheduled Delivery,"Fraser, Jane",ONLINE,1ST,Z7/Z8,Intro Financial Accounting
BU,BSAD 221:15,3,3,56499,56499,In-Person,"Konings, Zachary (Zac)",SCHW152,1ST,O1/O2,Intro Financial Accounting
BU,BSAD 223:21,3,3,43911,43911,In-Person,"MacAulay, Kenneth",SCHW215,2ND,W1/W2,Intro Managerial Accounting
BU,BSAD 223:22,3,3,43912,43912,In-Person,"MacAulay, Kenneth",SCHW215,2ND,W4/W5,Intro Managerial Accounting
BU,BSAD 223:23,3,3,43546,43546,In-Person,"Konings, Zachary (Zac)",SCHW156,2ND,O1/O2,Intro Managerial Accounting
BU,BSAD 223:24,3,3,43547,43547,In-Person,"Konings, Zachary (Zac)",SCHW215,2ND,O4/O5,Intro Managerial Accounting
BU,BSAD 223:25,3,3,56500,56500,In-Person,"Konings, Zachary (Zac)",SCHW215,2ND,O7/O8,Intro Managerial Accounting
BU,BSAD 231:11,3,3,47004,47004,In-Person,"Anthony, Denton",SCHW205,1ST,U4/U5,Foundations of Marketing
BU,BSAD 231:12,3,3,57015,57015,In-Person,"Mukerji, Bhasker",SCHW205,1ST,W4/W5,Foundations of Marketing
BU,BSAD 231:13,3,3,57496,57496,In-Person,"Mukerji, Bhasker",SCHW215,1ST,W7/W8,Foundations of Marketing
BU,BSAD 231:21,3,3,47006,47006,In-Person,"Morrison, Bobbi",SCHW205,2ND,O1/O2,Foundations of Marketing
BU,BSAD 231:22,3,3,56501,56501,In-Person,"Morrison, Bobbi",SCHW152,2ND,O4/O5,Foundations of Marketing
BU,BSAD 241:11,3,3,58718,58718,In-Person,"Parikh, Bhavik",SCHW215,1ST,X4/X5,Financial Management I
BU,BSAD 241:12,3,3,58719,58719,In-Person,"Parikh, Bhavik",SCHW152,1ST,X7/X8,Financial Management I
BU,BSAD 241:13,3,3,58722,58722,In-Person,"El-Hassan, Nada",SCHW252,1ST,W1/W2,Financial Management I
BU,BSAD 241:24,3,3,50097,50097,In-Person,"El-Hassan, Nada",SCHW205,2ND,X1/X2,Financial Management I
BU,BSAD 241:25,3,3,56065,56065,In-Person,"El-Hassan, Nada",SCHW205,2ND,X4/X5,Financial Management I
BU,BSAD 261:11,3,3,47008,47008,In-Person,"MacIsaac, Mark",SCHW215,1ST,U1/U2,Organizational Behaviour
BU,BSAD 261:12,3,3,47009,47009,In-Person,"MacIsaac, Mark",SCHW215,1ST,U4/U5,Organizational Behaviour
BU,BSAD 261:13,3,3,57497,57497,In-Person,"MacIsaac, Mark",SCHW215,1ST,U7/U8,Organizational Behaviour
BU,BSAD 261:21,3,3,56782,56782,In-Person,"Mack, Abede (Adede)",SCHW215,2ND,U4/U5,Organizational Behaviour
BU,BSAD 261:22,3,3,56503,56503,In-Person,"Mack, Abede (Adede)",SCHW215,2ND,U7/U8,Organizational Behaviour
BU,BSAD 281:11,3,3,52031,52031,In-Person,"Palanisamy, Ramaraj",SCHW252,1ST,U1/U2,Foundations Information Tech.
BU,BSAD 281:12,3,3,52032,52032,In-Person,"Mattie, David",SCHW252,1ST,Z1/Z2,Foundations Information Tech.
BU,BSAD 281:13,3,3,56504,56504,In-Person,"McCaig, Melanie",SCHW252,1ST,Z4/Z5,Foundations Information Tech.
BU,BSAD 281:21,3,3,54121,54121,In-Person,"Mattie, David",SCHW252,2ND,W4/W5,Foundations Information Tech.
BU,BSAD 281:22,3,3,55374,55374,In-Person,"McCaig, Melanie",SCHW252,2ND,Z4/Z5,Foundations Information Tech.
BU,BSAD 281:23,3,3,58689,58689,Online-Scheduled Delivery,"McCaig, Melanie",ONLINE,2ND,Z7/Z8,Foundations Information Tech.
BU,BSAD 321:11,3,3,43829,43829,In-Person,"Alex, Jennifer",SCHW205,1ST,O1/O2,Intermed Managerial Account I
BU,BSAD 321:12,3,3,43599,43599,In-Person,"Alex, Jennifer",SCHW205,1ST,O4/O5,Intermed Managerial Account I
BU,BSAD 322:21,3,3,45047,45047,In-Person,"Alex, Jennifer",SCHW152,2ND,O1/O2,Intermed Managerial Account II
BU,BSAD 322:22,3,3,55375,55375,In-Person,"Alex, Jennifer",ASCHL207,2ND,O4/O5,Intermed Managerial Account II
BU,BSAD 323:11,3,3,47012,47012,In-Person,"Madden, Robert",SCHW152,1ST,W1/W2,Intermed Financ Accounting I
BU,BSAD 323:12,3,3,43828,43828,In-Person,"Madden, Robert",SCHW252,1ST,W4/W5,Intermed Financ Accounting I
BU,BSAD 324:21,3,3,47013,47013,In-Person,"Madden, Robert",SCHW152,2ND,W1/W2,Intermed Financ Accounting II
BU,BSAD 324:22,3,3,55376,55376,In-Person,"Madden, Robert",SCHW152,2ND,W4/W5,Intermed Financ Accounting II
BU,BSAD 331:11,3,3,58675,58675,In-Person,"Mahaffey, Thomas",SCHW289,1ST,U4/U5,Marketing Management
BU,BSAD 331:12,3,3,58676,58676,In-Person,"Mahaffey, Thomas",SCHW205,1ST,U7/U8,Marketing Management
BU,BSAD 332:21,3,3,54001,54001,In-Person,"Mahaffey, Thomas",SCHW252,2ND,X1/X2,Res Methods & Insights
BU,BSAD 332:22,3,3,54002,54002,In-Person,"Mahaffey, Thomas",SCHW252,2ND,X4/X5,Res Methods & Insights
BU,BSAD 333:21,3,3,54003,54003,In-Person,"Anthony, Denton",SCHW205,2ND,Z1/Z2,Professional Sales
BU,BSAD 333:22,3,3,54004,54004,In-Person,"Anthony, Denton",SCHW156,2ND,Z4/Z5,Professional Sales
BU,BSAD 335:11,3,3,54005,54005,In-Person,"Morrison, Bobbi",SCHW215,1ST,Z1/Z2,Consumer Behaviour
BU,BSAD 335:12,3,3,54006,54006,In-Person,"Morrison, Bobbi",SCHW152,1ST,Z4/Z5,Consumer Behaviour
BU,BSAD 342:11,3,3,48822,48822,In-Person,"Nguyen, Yen",SCHW156,1ST,U1/U2,Financial Management II
BU,BSAD 342:12,3,3,48823,48823,In-Person,"Nguyen, Yen",SCHW156,1ST,U4/U5,Financial Management II
BU,BSAD 342:13,3,3,50718,50718,In-Person,"El-Hassan, Nada",SCHW152,1ST,W7/W8,Financial Management II
BU,BSAD 342:14,3,3,58723,58723,In-Person,"El-Hassan, Nada",SCHW289,1ST,W4/W5,Financial Management II
BU,BSAD 344:21,3,3,58672,58672,In-Person,"Vishwakarma, Vijay",SCHW152,2ND,U4/U5,Investment Management
BU,BSAD 345:21,3,3,51372,51372,In-Person,"Nguyen, Yen",SCHW205,2ND,Z4/Z5,Personal Financial Management
BU,BSAD 345:22,3,3,51373,51373,In-Person,"Nguyen, Yen",SCHW205,2ND,Z7/Z8,Personal Financial Management
BU,BSAD 346:11,3,3,58677,58677,In-Person,"Konings, Zachary (Zac)",SCHW152,1ST,O4/O5,Financial Statement Analysis
BU,BSAD 346:12,3,3,58678,58678,In-Person,"Konings, Zachary (Zac)",SCHW152,1ST,O7/O8,Financial Statement Analysis
BU,BSAD 348:10,3,3,58720,58720,In-Person,"Parikh, Bhavik",SCHW152,1ST,E5,Financial & Banking Inst.
BU,BSAD 349:10,3,3,57501,57501,In-Person,"Nguyen, Yen",SCHW152,1ST,U7/U8,Int'l Financial Management
BU,BSAD 351:10,3,3,56510,56510,In-Person,"SAD - TBA,",SCHW205,1ST,E5,Business Law
BU,BSAD 351:20,3,3,56509,56509,In-Person,"MacGillivray Case, Meghan",SCHW205,2ND,E5,Business Law
BU,BSAD 352:10,3,3,55359,55359,In-Person,"SAD - TBA,",SCHW156,1ST,W1/W2,Social Entrepreneurship
BU,BSAD 356:11,3,3,58673,58673,In-Person,"Maltby, Neil",SCHW215,1ST,Z4/Z5,Entrepre & Venture Development
BU,BSAD 356:12,3,3,58679,58679,In-Person,"Maltby, Neil",SCHW215,1ST,Z7/Z8,Entrepre & Venture Development
BU,BSAD 357:21,3,3,57502,57502,In-Person,"Delorey, Randy",SCHW152,2ND,X1/X2,International Business
BU,BSAD 357:22,3,3,57503,57503,In-Person,"Delorey, Randy",SCHW152,2ND,X4/X5,International Business
BU,BSAD 358:10,3,3,57885,57885,In-Person,"Mack, Abede (Adede)",SCHW156,1ST,U7/U8,Business Ethics
BU,BSAD 358:21,3,3,58670,58670,In-Person,"Long, Bradley",SCHW252,2ND,Z1/Z2,Business Ethics
BU,BSAD 358:22,3,3,58681,58681,In-Person,"Long, Bradley",SCHW152,2ND,Z4/Z5,Business Ethics
BU,BSAD 361:11,3,3,57505,57505,In-Person,"Leung, Opal",SCHW156,1ST,W4/W5,Organizational Analysis
BU,BSAD 361:12,3,3,57523,57523,In-Person,"Leung, Opal",SCHW156,1ST,W7/W8,Organizational Analysis
BU,BSAD 362:20,3,3,57524,57524,In-Person,"Leung, Opal",SCHW190,2ND,O4/O5,Career Dynamics
BU,BSAD 363:10,3,3,58671,58671,In-Person,"Long, Bradley",SCHW156,1ST,Z4/Z5,Human Resource Management
BU,BSAD 366:20,3,3,57901,57901,In-Person,"Carter-Rogers, Katelynn",SCHW152,2ND,W7/W8,Indigenous Business in Canada
BU,BSAD 367:20,3,3,57506,57506,In-Person,"Carter-Rogers, Katelynn",SCHW156,2ND,W4/W5,Gender and Management
BU,BSAD 381:10,3,3,58687,58687,In-Person,"Boyle, Todd",SCHW252,1ST,X1/X2,Operations Management
BU,BSAD 382:10,3,3,54012,54012,In-Person,"Palanisamy, Ramaraj",SCHW252,1ST,U4/U5,Intro Enterprise Systems: SAP
BU,BSAD 383:20,3,3,55710,55710,In-Person,"Palanisamy, Ramaraj",SCHW215,2ND,O1/O2,Mobile Commerce
BU,BSAD 384:20,3,3,56516,56516,In-Person,"Mattie, David",SCHW252,2ND,U4/U5,Data Management & Analytics
BU,BSAD 385:10,3,3,56517,56517,In-Person,"Boyle, Todd",SCHW252,1ST,O1/O2,Bus Programming ABAP
BU,BSAD 386:10,3,3,58683,58683,In-Person,"McCaig, Melanie",SCHW252,1ST,Z7/Z8,Project Management & Practice
BU,BSAD 389:20,3,3,57521,57521,In-Person,"Boyle, Todd",SCHW156,2ND,Z1/Z2,Technology & Inv. Management
BU,BSAD 391:20,3,3,52852,52852,In-Person,"Mahaffey, Thomas",SCHW252,2ND,W7/W8,Found of Management Research
BU,BSAD 394:10,0,0,58803,58803,In-Person,"SAD - TBA,",SCHW110,1ST,X7,ST: Speaker Series
BU,BSAD 395:20,0,0,58804,58804,In-Person,"SAD - TBA,",SCHW110,2ND,X7,ST: Speaker Series
BU,BSAD 424:10,3,3,55366,55366,In-Person,"Oxner, Mary",MULH3032,1ST,U1/U2,Financial Accounting Theory
BU,BSAD 425:21,3,3,56521,56521,In-Person,"Fraser, Jane",SCHW190,2ND,Z4/Z5,Auditing
BU,BSAD 425:22,3,3,56522,56522,In-Person,"Fraser, Jane",SCHW152,2ND,Z7/Z8,Auditing
BU,BSAD 426:10,3,3,56523,56523,In-Person,"Oxner, Mary",SCHW152,1ST,W4/W5,Adv Financial Accounting I
BU,BSAD 428:20,3,3,56525,56525,In-Person,"MacAulay, Kenneth",SCHW152,2ND,Z1/Z2,Adv Financial Accounting II
BU,BSAD 433:20,3,3,57522,57522,In-Person,"Mukerji, Bhasker",SCHW289,2ND,U4/U5,International Marketing
BU,BSAD 434:10,3,3,54017,54017,In-Person,"Anthony, Denton",SCHW156,1ST,Z1/Z2,Marketing Communications
BU,BSAD 437:20,3,3,58684,58684,In-Person,"Mukerji, Bhasker",SCHW205,2ND,W7/W8,Digital Marketing Strategy
BU,BSAD 438:10,3,3,58712,58712,In-Person,"Morrison, Bobbi",SCHW252,1ST,O4/O5,Social Media Marketing
BU,BSAD 444:10,3,3,58721,58721,In-Person,"Parikh, Bhavik",SCHW205,1ST,X1/X2,Advanced Financial Management
BU,BSAD 445:20,3,3,55859,55859,In-Person,"Vishwakarma, Vijay",SCHW156,2ND,U7/U8,Derivatives
BU,BSAD 449:20,3,3,58724,58724,In-Person,"El-Hassan, Nada",SCHW215,2ND,Z7/Z8,Portfolio Management
BU,BSAD 450:11,3,3,55734,55734,In-Person,"McIver, Rhonda",SCHW152,1ST,X1/X2,Personal Taxation
BU,BSAD 450:12,3,3,55735,55735,In-Person,"McIver, Rhonda",SCHW152,1ST,X4/X5,Personal Taxation
BU,BSAD 451:10,3,3,57527,57527,In-Person,"Fuller, Mark",SCHW289,1ST,O4/O5,Cases in Int'l Busines
BU,BSAD 452:20,3,3,54727,54727,In-Person,"Fuller, Mark",SCHW290,2ND,O1/O2,Comparative Int'l Strategy
BU,BSAD 453:21,3,3,57510,57510,In-Person,"Maltby, Neil",SCHW289,2ND,O1/O2,Entrepreneurial Finance
BU,BSAD 453:22,3,3,58692,58692,In-Person,"Maltby, Neil",SCHW289,2ND,O4/O5,Entrepreneurial Finance
BU,BSAD 456:20,3,3,56531,56531,In-Person,"Mack, Abede (Adede)",SCHW156,2ND,U1/U2,Small Business Management
BU,BSAD 458:10,3,3,57511,57511,In-Person,"Maltby, Neil",SCHW156,1ST,X1/X2,New Venture Development
BU,BSAD 460:20,3,3,56532,56532,In-Person,"McIver, Rhonda",SCHW152,2ND,U1/U2,Corporate Taxation
BU,BSAD 461:10,3,3,54021,54021,In-Person,"Delorey, Randy",SCHW289,1ST,O1/O2,Leadership
BU,BSAD 462:20,3,3,58691,58691,In-Person,"Long, Bradley",SCHW290,2ND,W1/W2,Employee & Labour Relations
BU,BSAD 471:11,3,3,57512,57512,In-Person,"Fuller, Mark",SCHW215,1ST,O1/O2,Strategic Management
BU,BSAD 471:12,3,3,45773,45773,In-Person,"Delorey, Randy",SCHW215,1ST,O4/O5,Strategic Management
BU,BSAD 471:13,3,3,54024,54024,In-Person,"Delorey, Randy",SCHW215,1ST,O7/O8,Strategic Management
BU,BSAD 471:21,3,3,54769,54769,In-Person,"Fuller, Mark",SCHW215,2ND,X1/X2,Strategic Management
BU,BSAD 471:22,3,3,56534,56534,In-Person,"Fuller, Mark",SCHW215,2ND,X4/X5,Strategic Management
BU,BSAD 473:10,3,3,58685,58685,In-Person,"Long, Bradley",SCHW152,1ST,Z1/Z2,Adv Topics in Responsible Mgmt
BU,BSAD 482:20,3,3,58686,58686,In-Person,"Mattie, David",SCHW252,2ND,U1/U2,Decision Intel & Analytics
BU,BSAD 483:10,3,3,52065,52065,In-Person,"Palanisamy, Ramaraj",SCHW252,1ST,X4/X5,System Analysis & Design
BU,BSAD 484:20,3,3,57518,57518,In-Person,"Palanisamy, Ramaraj",SCHW252,2ND,O4/O5,SAP Implementation
BU,BSAD 487:10,3,3,58682,58682,In-Person,"Mattie, David",SCHW215,1ST,X1/X2,Advances in IT
BU,BSAD 492:20,3,3,46424,46424,In-Person,"Delorey, Randy",SCHW152,2ND,X7/X8,Consulting Project: Adv.Majors
BU,BSAD 494:20,3,3,43910,43910,In-Person,"McIver, Rhonda",SCHW289,2ND,X7/X8,Honours Thesis
BU,BSAD 497:10,3,3,57517,57517,In-Person,"Johnson, Trevor",SCHW152,1ST,Z7/Z8,ST: Modelling for Equities
AR,CATH 101:10,3,3,58693,58693,In-Person,"Sastri, Martin",MULH4032,1ST,U7/U8,The Catholic Story
AR,CATH 297:20,3,3,58696,58696,In-Person,"Sastri, Martin",MULH3034,2ND,E5,ST: Christianity and Conflict
AR,CATH 298:10,3,3,58694,58694,In-Person,"Leger, Beverly (Dawn)",MULH3024,1ST,E5,ST: Christian Attitudes-Gender
AR,CATH 331:20,3,3,58695,58695,In-Person,"Stewart, Suzanne",MULH2030,2ND,W4/W5,Catholicism & the Arts I
AR,CELT 101:10,3,3,54796,54796,In-Person,"MacLeod, Robbie",AX124,1ST,W7/W8,Gaelic Language & Culture I
AR,CELT 102:20,3,3,54797,54797,In-Person,"MacLeod, Robbie",IM113,2ND,W7/W8,Gaelic Language & Culture II
AR,CELT 111:10,3,3,58471,58471,In-Person,"Linkletter, Michael",IM201,1ST,W7/W8,Irish I
AR,CELT 131:10,3,3,47554,47554,In-Person,"Linkletter, Michael",MULH3024,1ST,Z7/Z8,Celtic Civilizations I
AR,CELT 132:20,3,3,56611,56611,In-Person,"Linkletter, Michael",IM202,2ND,Z7/Z8,Celtic Civilizations II
AR,CELT 220:10,3,3,58472,58472,In-Person,"Harrington, Nathaniel",IM202,1ST,U7/U8,Celtic Paganism
AR,CELT 319:10,3,3,58842,58842,In-Person,"MacLeod, Robbie",GM001,1ST,U4/U5,Celtic Music
AR,CELT 321:20,3,3,58848,58848,In-Person,"Linkletter, Michael",IM201,2ND,O4/O5,Celtic Art
AR,CELT 325:20,3,3,58464,58464,In-Person,"Harrington, Nathaniel",IM113,2ND,Z4/Z5,The Celts in Popular Culture
AR,CELT 327:10,3,3,58465,58465,In-Person,"MacLeod, Robbie",IM201,1ST,X4/X5,Medieval Ireland
AR,CELT 328:20,3,3,58467,58467,In-Person,"MacLeod, Robbie",IM201,2ND,X4/X5,Medieval Wales
AR,CELT 351:10,3,3,56609,56609,In-Person,"Harrington, Nathaniel",IM201,1ST,W4/W5,Folklore of Gaelic Ireland
AR,CELT 352:20,3,3,56610,56610,In-Person,"Harrington, Nathaniel",IM201,2ND,W4/W5,Folklore:Scotland/Nova Scotia
AR,CELT 361:10,3,3,58469,58469,In-Person,"Harrington, Nathaniel",IM201,1ST,O7/O8,ST: Celtic Cinema
AR,CELT 362:20,3,3,58470,58470,In-Person,"Harrington, Nathaniel",IM201,2ND,O7/O8,ST: Marginalized Voices
AR,CELT 363:20,6,6,59001,59001,In-Person,"MacLeod, Robbie",MULH3026,2ND,U4/U5,"ST: Love, Sex & Gender"
AR,CELT 491:00,6,6,57695,57695,In-Person,"Linkletter, Michael",,FULL,TBA,Honours Thesis
SC,CHEM 101:11A,3,3,54417,54417,In-Person,"Orlova, Galina",IM114,1ST,C1/C2/C3,General Chemistry I
SC,CHEM 101:11B,3,3,54418,54418,In-Person,"Orlova, Galina",IM114,1ST,C1/C2/C3,General Chemistry I
SC,CHEM 101:12A,3,3,54419,54419,In-Person,"Blair, Shamus",NFSC1072,1ST,C4/C5/C6,General Chemistry I
SC,CHEM 101:12B,3,3,54420,54420,In-Person,"Blair, Shamus",NFSC1072,1ST,C4/C5/C6,General Chemistry I
SC,CHEM 101:13A,3,3,54421,54421,In-Person,"Aquino, Manuel",NFSC1072,1ST,L4/L5/L6,General Chemistry I
SC,CHEM 101:13B,3,3,54422,54422,In-Person,"Aquino, Manuel",NFSC1072,1ST,L4/L5/L6,General Chemistry I
SC,CHEM 101L:11A,0,0,54423,54423,In-Person,"Orlova, Galina",NFSC1072,1ST,X7/Z7,CHEM 101 Lab
SC,CHEM 101L:11B,0,0,54424,54424,In-Person,"Orlova, Galina",NFSC1072,1ST,U8/Z8,CHEM 101 Lab
SC,CHEM 101L:12A,0,0,54425,54425,In-Person,"Blair, Shamus",NFSC1072,1ST,X1/Z1,CHEM 101 Lab
SC,CHEM 101L:12B,0,0,54426,54426,In-Person,"Blair, Shamus",NFSC1072,1ST,O7/W8,CHEM 101 Lab
SC,CHEM 101L:13A,0,0,54427,54427,In-Person,"Aquino, Manuel",NFSC1072,1ST,U7/W7,CHEM 101 Lab
SC,CHEM 101L:13B,0,0,54428,54428,In-Person,"Aquino, Manuel",NFSC1072,1ST,O1/W2,CHEM 101 Lab
SC,CHEM 102:21A,3,3,54429,54429,In-Person,"Orlova, Galina",IM114,2ND,C1/C2/C3,General Chemistry II
SC,CHEM 102:21B,3,3,54430,54430,In-Person,"Orlova, Galina",IM114,2ND,C1/C2/C3,General Chemistry II
SC,CHEM 102:22A,3,3,54433,54433,In-Person,"Aquino, Manuel",NFSC1072,2ND,C4/C5/C6,General Chemistry II
SC,CHEM 102:22B,3,3,54434,54434,In-Person,"Aquino, Manuel",NFSC1072,2ND,C4/C5/C6,General Chemistry II
SC,CHEM 102:23A,3,3,54437,54437,In-Person,"Blair, Shamus",NFSC1072,2ND,L4/L5/L6,General Chemistry II
SC,CHEM 102:23B,3,3,54438,54438,In-Person,"Blair, Shamus",NFSC1072,2ND,L4/L5/L6,General Chemistry II
SC,CHEM 102L:21A,0,0,54431,54431,In-Person,"Orlova, Galina",NFSC1072,2ND,X7/Z7,CHEM 102 Lab
SC,CHEM 102L:21B,0,0,54432,54432,In-Person,"Orlova, Galina",NFSC1072,2ND,U8/Z8,CHEM 102 Lab
SC,CHEM 102L:22A,0,0,54435,54435,In-Person,"Aquino, Manuel",NFSC1072,2ND,X1/Z1,CHEM 102 Lab
SC,CHEM 102L:22B,0,0,54436,54436,In-Person,"Aquino, Manuel",NFSC1072,2ND,O7/W8,CHEM 102 Lab
SC,CHEM 102L:23A,0,0,54439,54439,In-Person,"Blair, Shamus",NFSC1072,2ND,U7/W7,CHEM 102 Lab
SC,CHEM 102L:23B,0,0,54440,54440,In-Person,"Blair, Shamus",NFSC1072,2ND,O1/W2,CHEM 102 Lab
SC,CHEM 121:10,3,3,54441,54441,In-Person,"Marangoni, Gerrard",BB237,1ST,L4/L5/L6,Principles of Chemistry I
SC,CHEM 121L:11,0,0,54443,54443,In-Person,"Marangoni, Gerrard",NFSC1072,1ST,O7/W8,CHEM 121 Lab
SC,CHEM 121L:12,0,0,54444,54444,In-Person,"Marangoni, Gerrard",NFSC1072,1ST,U8/Z8,CHEM 121 Lab
SC,CHEM 122:20,3,3,54442,54442,In-Person,"Marangoni, Gerrard",BB237,2ND,L4/L5/L6,Principles of Chemistry II
SC,CHEM 122L:21,0,0,54445,54445,In-Person,"Marangoni, Gerrard",NFSC1072,2ND,O7/W8,CHEM 122 Lab
SC,CHEM 122L:22,0,0,54446,54446,In-Person,"Marangoni, Gerrard",NFSC1072,2ND,U8/Z8,CHEM 122 Lab
SC,CHEM 151:10,3,3,52151,52151,In-Person,"Blair, Shamus",MULH2070,1ST,A4/A5/A6,Fundamental Chemistry
SC,CHEM 151L:11,0,0,52161,52161,In-Person,"Blair, Shamus",NFSC1072,1ST,U7/W7,CHEM 151 Lab
SC,CHEM 151L:12,0,0,52330,52330,In-Person,"Blair, Shamus",NFSC1072,1ST,X7/Z7,CHEM 151 Lab
SC,CHEM 151L:13,0,0,58934,58934,In-Person,"Blair, Shamus",NFSC1072,1ST,E4,CHEM 151 Lab
SC,CHEM 221:10,3,3,54413,54413,In-Person,"Cormier, James",MULH2070,1ST,L4/L5/L6,Organic Chemistry I
SC,CHEM 221L:11,0,0,54414,54414,In-Person,"Cormier, James",NFSC2010,1ST,O7/W8,CHEM 221 Lab
SC,CHEM 221L:12,0,0,54447,54447,In-Person,"Cormier, James",NFSC2010,1ST,X7/Z7,CHEM 221 Lab
